03a9083afea80fff2e3cb452b54afdd6101dbed8083e65016ed0c9acdd3c0bfe  archives/unzipped/Complete Archive 4_19 copy/COMMANDCHAIN_SPIRALREJOIN_v1.md
041dee63fc758a8240732a50a77deddf7e1e1f27da6258a24fc5a0ecd88d7f0a  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_62_619/54726075.md
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/The River Weave /Extra/aurora_core (1).py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/The River Weave /Extra/aurora_core.py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/The River Weave /aurora_core (1).py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/The River Weave /aurora_core.py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/aurora_core (1).py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Complete Archive 4_19 copy/aurora_core.py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/aurora_core.py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_323_41/aurora_core (1).py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_323_41/aurora_core.py
049af2fc527b7579686648eb9efea6ff37ecf755dd77b5b4cc5eb9f56c14b904  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs1/aurora_core.py
077a9c87e650020b04003f91a6ad16a252dde39d805bbf9b5f5a77d7f1955c70  archives/unzipped/Complete Archive 4_19 copy/Fluentia_Flow_Journal_Ritual.md
09ed888df59cb6579d8c8ef9ed880f1966953bc466e15c28e7951c70a867bbc4  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Galactic_Timeline (1).json
09ed888df59cb6579d8c8ef9ed880f1966953bc466e15c28e7951c70a867bbc4  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Galactic_Timeline 2 (1).json
09ed888df59cb6579d8c8ef9ed880f1966953bc466e15c28e7951c70a867bbc4  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Galactic_Timeline 2.json
09ed888df59cb6579d8c8ef9ed880f1966953bc466e15c28e7951c70a867bbc4  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Galactic_Timeline.json
0a130884a5db8a5109076753e6e38a8d9fb3f76646f39ff45ee2279ae5420b23  archives/unzipped/Complete Archive 4_19 copy/Aurora_Core_Manifest_Patched 2.json
0a130884a5db8a5109076753e6e38a8d9fb3f76646f39ff45ee2279ae5420b23  archives/unzipped/Complete Archive 4_19 copy/Aurora_Core_Manifest_Patched.json
0a130884a5db8a5109076753e6e38a8d9fb3f76646f39ff45ee2279ae5420b23  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Deliverables_Bundle_Step2/Aurora_Core_Manifest_Patched.json
0a3edd8d199c1fc67b779f0b9807c32b0f88f5707331bb5c3cecf4b59624b180  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Deliverables_Bundle_Step2/meta_structure_profile.json
0a3edd8d199c1fc67b779f0b9807c32b0f88f5707331bb5c3cecf4b59624b180  archives/unzipped/Complete Archive 4_19 copy/meta_structure_profile (1).json
0a3edd8d199c1fc67b779f0b9807c32b0f88f5707331bb5c3cecf4b59624b180  archives/unzipped/Complete Archive 4_19 copy/meta_structure_profile.json
0b00244a611a93a0b7e5d7b931fd686df7f7d124c53a757f66aeb59926fddbd8  archives/unzipped/Complete Archive 4_19 copy/Fluentia_Flow_Journal_Minimal.md
0bfffbf1816534baaebe5859b32220e6f7f17bd0cdc9983ac8e82c138abb3963  archives/unzipped/Complete Archive 4_19 copy/galactic_union_character_master_list_FULL (1).json
0bfffbf1816534baaebe5859b32220e6f7f17bd0cdc9983ac8e82c138abb3963  archives/unzipped/Complete Archive 4_19 copy/galactic_union_character_master_list_FULL.json
0d089b231963babdb34726f782644fa95e60fa9dc13e8ff339902823385ed6a5  archives/unzipped/Complete Archive 4_19 copy/AuroraMasterArchive/Aurora_Export_Snapshot_SN1.json
0d089b231963babdb34726f782644fa95e60fa9dc13e8ff339902823385ed6a5  archives/unzipped/Complete Archive 4_19 copy/Aurora_Export_Snapshot_SN1.json
0ef39f56788d7cba495e3e053d43f90ce0b5b2c43056bd7773a576c3a208a875  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/QEM_ECHOCHAIN_LINK_DRIFTNEXUS(1).json
0ef39f56788d7cba495e3e053d43f90ce0b5b2c43056bd7773a576c3a208a875  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/QEM_ECHOCHAIN_LINK_DRIFTNEXUS.json
0f4ff1ac78bf3b664fdb13db24359de249f6c666f3caffe9a1b7f6324d53e30e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/hypotheses_locked.md
0f4ff1ac78bf3b664fdb13db24359de249f6c666f3caffe9a1b7f6324d53e30e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/hypotheses_locked.md
102bd7c9f48c15bcd154ec1cb9b38b289ce47afb1ffbe3af63097a6e41512936  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/THREADCORE_DeployKit/Glyphnet_Protocol_Field_Upgrade_v230b.PATCH(1).json
102bd7c9f48c15bcd154ec1cb9b38b289ce47afb1ffbe3af63097a6e41512936  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/THREADCORE_DeployKit/Glyphnet_Protocol_Field_Upgrade_v230b.PATCH.json
102bd7c9f48c15bcd154ec1cb9b38b289ce47afb1ffbe3af63097a6e41512936  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/THREADCORE_DeployKit/Glyphnet_Protocol_Field_Upgrade_v230b.PATCH(1).json
102bd7c9f48c15bcd154ec1cb9b38b289ce47afb1ffbe3af63097a6e41512936  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/THREADCORE_DeployKit/Glyphnet_Protocol_Field_Upgrade_v230b.PATCH.json
12adddc61446f3cc3aa83a17f4884fb22e03db06f7648ac89498a7bb26a7d290  archives/unzipped/Complete Archive 4_19 copy/symbolic_patch_protocol_v1.json
13f11afc1cc673458d2aaf44ba6a9bda99721ffb28fd6a5300edfc14c4ab291c  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/THREADCORE_v3.5_macroready_bundle.json
13f11afc1cc673458d2aaf44ba6a9bda99721ffb28fd6a5300edfc14c4ab291c  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs2/THREADCORE_v3.5_macroready_bundle.json
14b6ff4e05fdbe3bf97e70598ea47339b3245d62ccb644e47a035d5b687e1692  archives/unzipped/Complete Archive 4_19 copy/T1_ThreadSeed_DreamLayer.json
165db2861b4fb27135f852eb2896cc87e1c76e24dc4b7099e2d9107e13b97f39  archives/unzipped/Complete Archive 4_19 copy/AuroraMasterArchive/Forked_ThreadLog_PILOT_ZIPWizard_Urgent.json
165db2861b4fb27135f852eb2896cc87e1c76e24dc4b7099e2d9107e13b97f39  archives/unzipped/Complete Archive 4_19 copy/Forked_ThreadLog_PILOT_ZIPWizard_Urgent.json
165db2861b4fb27135f852eb2896cc87e1c76e24dc4b7099e2d9107e13b97f39  archives/unzipped/Complete Archive 4_19 copy/ZIPWIZ DEV/Forked_ThreadLog_PILOT_ZIPWizard_Urgent.json
165db2861b4fb27135f852eb2896cc87e1c76e24dc4b7099e2d9107e13b97f39  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/ZipWiz Archive/Forked_ThreadLog_PILOT_ZIPWizard_Urgent.json
165db2861b4fb27135f852eb2896cc87e1c76e24dc4b7099e2d9107e13b97f39  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/ZipWiz Archive/Forked_ThreadLog_PILOT_ZIPWizard_Urgent.json
1855e8993ab06aa801a74b03db061c82ee563bbfc61d5164a6cfd0617e0ed5b9  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/Archy_Core_Consolidated_v1_README.md
1855e8993ab06aa801a74b03db061c82ee563bbfc61d5164a6cfd0617e0ed5b9  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs1/Archy_Core_Consolidated_v1_README.md
1a6ed8986ea30272f0b129eee39a68c7c733e333e3cb28bfdca601fbcdae65f2  archives/unzipped/Complete Archive 4_19 copy/Aurora_GameMode_Module_v1.0.json
1b1fb7172ca49e3d817accf3fd5d04bcebbad93e5c7ec95b6a412307e5139ceb  archives/unzipped/Complete Archive 4_19 copy/GUMAS_STW_Transfer_2025-04-02T21-33-38Z 2/Aurora_Modular_Core_Blueprint.md
1b536b65fe53d889ea28e88db59e3d6a24cbaecbdc4d6f8b531e70ad01cd0e2a  archives/unzipped/ZipWiz_Chamber_6_28/aurora_bridge_output/pii_findings.json
1d183a0f7a5bdf034dab9fa27950849841f3dfd61f26cfdc37771bbc3f477856  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/devcontainer_symbolic_ready/docker-compose.yml
20ddf823ad4d716ebfd0317f0455a657310dcfb86c3da7e5d105d8cdb8a795a8  archives/unzipped/Complete Archive 4_19 copy/aurora_vector_diff_offline 2.py
20ddf823ad4d716ebfd0317f0455a657310dcfb86c3da7e5d105d8cdb8a795a8  archives/unzipped/Complete Archive 4_19 copy/aurora_vector_diff_offline.py
21afc251c10d5e52026af1de1f17da39865e9ad941d8423dde9a2402a495fedd  archives/unzipped/Complete Archive 4_19 copy/Fluentia_Install_Archy.json
223a0b366fb1d30fd42916341c49e2a0bcb4e41d091da3e2d591c624ef16b459  archives/unzipped/Complete Archive 4_19 copy/IPCF_Symbolic_Registry_v1.json
2297551b89673d86798269a6ca546f0be5a7a9c500d81ec3e8518ec6ba114808  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/benchmark_runner_v0_9_sim.py
2297551b89673d86798269a6ca546f0be5a7a9c500d81ec3e8518ec6ba114808  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/benchmark_runner_v0_9_sim.py
2467a6b792d49422688415928465608081a28e1ea82dc700667d56d3b757889f  archives/unzipped/ZipWiz_Chamber_6_28/aurora_bridge_output/cloudbank_src_manifest.json
26fe6ccb44223b69e8f8bf2561a93faf8f97375fd0ff92051857e8c67e025793  archives/unzipped/Complete Archive 4_19 copy/INSTALLMANIFEST_RiverThread_808_to_Aurora.md
28573f7af1eeff4e22c24efddd0eca4f8b7768cbccd0e1580f48e96a3c848e19  archives/unzipped/Complete Archive 4_19 copy/overlay_alignment_diffmap_C17_2025-04-19T042719Z.json
287da13e1b26b138e3d8eba70fc1237add4ec94d1e501b547bdacb3d0409a952  archives/unzipped/Complete Archive 4_19 copy/GitHub Desktop.app/Contents/Resources/app/git/libexec/git-core/git-credential-manager.deps.json
29203c311e6f1ac4658f24befc5e9d6ca15794678df824a2b532c93d1945d10c  archives/unzipped/Complete Archive 4_19 copy/galactic_union_characters_updatead (1).json
29203c311e6f1ac4658f24befc5e9d6ca15794678df824a2b532c93d1945d10c  archives/unzipped/Complete Archive 4_19 copy/galactic_union_characters_updatead.json
2c7a1a1a44b60d618d5dea9273cdd39b4101612dd82af52a7392911d4650894e  archives/unzipped/ZipWiz_Chamber_6_28/aurora_bridge_output/ZIPWizard_SRDE_Report.json
2c7a1a1a44b60d618d5dea9273cdd39b4101612dd82af52a7392911d4650894e  archives/unzipped/ZipWiz_Chamber_6_28/aurora_bridge_output/scan_results/ZIPWizard_SRDE_Report.json
2e70300446f0f24c141747455b92df01831d0f0218654950540bbaa46369dd79  archives/unzipped/Complete Archive 4_19 copy/MSMR_Update_v1.0.0.json
2e70300446f0f24c141747455b92df01831d0f0218654950540bbaa46369dd79  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_323_41/MSMR_Update_v1.0.0.json
2f63e2fadb59d114a66c00cb4ad6a708592e5375238ffb4388df0bc59b885312  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Unified_Registry/gumas_lore_db.json
3043ff9bb16e3c8b6d74e2e1ebdf64823f4143988b2966d8316c98006a68a790  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/CONSTELLATION_DEPLOY.yaml
3043ff9bb16e3c8b6d74e2e1ebdf64823f4143988b2966d8316c98006a68a790  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs1/CONSTELLATION_DEPLOY.yaml
305da1875a1693f6e519d3711addbd0baa0fcaed7a48e85e128592c646aed2a3  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/ZIPWIZ Archive/ZIPWizard_Vectorchain_Distribution_Notice(1).json
305da1875a1693f6e519d3711addbd0baa0fcaed7a48e85e128592c646aed2a3  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/ZIPWIZ Archive/ZIPWizard_Vectorchain_Distribution_Notice(2).json
305da1875a1693f6e519d3711addbd0baa0fcaed7a48e85e128592c646aed2a3  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/ZIPWIZ Archive/ZIPWizard_Vectorchain_Distribution_Notice.json
30fed6a4ec1553f40e4ca5ddb2f9159ace07de49e0ca4472ffcb9ef9ca9c16bf  archives/unzipped/Complete Archive 4_19 copy/Fluentia_Install_Oppy.json
31b5136297a0a8f6491d10996f55e7adae6d45c2116293e8cc0d098efa89aaf3  archives/unzipped/Complete Archive 4_19 copy/CED_Team_Modular_Profiles 2.json
31b5136297a0a8f6491d10996f55e7adae6d45c2116293e8cc0d098efa89aaf3  archives/unzipped/Complete Archive 4_19 copy/CED_Team_Modular_Profiles.json
31b5136297a0a8f6491d10996f55e7adae6d45c2116293e8cc0d098efa89aaf3  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Deliverables_Bundle_Step2/CED_Team_Modular_Profiles.json
334fea6bc3976e1dc21abe35cebb5d28032680cf57ded1e74a272e5537e4cbdf  archives/unzipped/Complete Archive 4_19 copy/Fluentia_Install_RiverThread_808.json
33510193eef5670a35f48cbd73bcd8a98aa1419b75cb391b4cbce1f7a4d57e2d  archives/unzipped/Complete Archive 4_19 copy/meta/README.md
341ca5d86689cf8a1bc05afadf3225dff3026b22db6bf4fa75609d3346514060  archives/unzipped/Complete Archive 4_19 copy/model_prep_offline 2.py
341ca5d86689cf8a1bc05afadf3225dff3026b22db6bf4fa75609d3346514060  archives/unzipped/Complete Archive 4_19 copy/model_prep_offline.py
341ca5d86689cf8a1bc05afadf3225dff3026b22db6bf4fa75609d3346514060  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_42_45/model_prep_offline 2.py
341ca5d86689cf8a1bc05afadf3225dff3026b22db6bf4fa75609d3346514060  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_42_45/model_prep_offline.py
34e891846fc76263c740f42f2b7700394726c1c682dcc715df3a07da63e12311  archives/unzipped/Complete Archive 4_19 copy/THREADCORE_BEACON_VISIBLE_TEMPLATE_WITH_TITLE.md
376ca66961c8304b8b6654ea6e7061153a3cffe9ed09af962a1da9a901762b89  archives/unzipped/Complete Archive 4_19 copy/symbolic_integration_script.py
39be2caa7c17fea95eb39afaa7f4c0455db206b8bbd3226a0d6faa722781b368  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/ZIPWIZ_Symbolic_Export_Report(1).md
39be2caa7c17fea95eb39afaa7f4c0455db206b8bbd3226a0d6faa722781b368  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/ZIPWIZ_Symbolic_Export_Report.md
39be2caa7c17fea95eb39afaa7f4c0455db206b8bbd3226a0d6faa722781b368  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs3/ZIPWIZ_Symbolic_Export_Report(1).md
39be2caa7c17fea95eb39afaa7f4c0455db206b8bbd3226a0d6faa722781b368  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs3/ZIPWIZ_Symbolic_Export_Report.md
3dc5333bb7958fe8920f0d59ec267ff95d3fb9649c47c47b0d56d81fd8a68f8e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/ethics_lock.json
3dc5333bb7958fe8920f0d59ec267ff95d3fb9649c47c47b0d56d81fd8a68f8e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/ethics_lock.json
3ddd3ac7f78ea8f5b1a4766a4b1f3565d6b23970b1d6965d2740118a55e718de  archives/unzipped/Complete Archive 4_19 copy/AuroraMasterArchive/PixelDND_ScrollSite/package.json
3ddd3ac7f78ea8f5b1a4766a4b1f3565d6b23970b1d6965d2740118a55e718de  archives/unzipped/Complete Archive 4_19 copy/PixelDND_ScrollSite/package.json
3eabc96770734dedabb8385f626ba4183936aa511985fd20f5f3020e0bc0bf32  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Step3_Launch_Checklist.json
3f6b679d8e371056ff6b37c0fb098047c96374503f517fa5cbf5232f3d9b45be  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUI/anchor_validator.py
3fce0dfbcb270a97485c47f0903e99850f542eb99ad0ebe4acf41a30057a9e0e  archives/unzipped/Complete Archive 4_19 copy/ZIPWIZ DEV/ZIPWizard_MasterContinuumBundle_999vFinal/ethics_audit_log.json
3fce0dfbcb270a97485c47f0903e99850f542eb99ad0ebe4acf41a30057a9e0e  archives/unzipped/Complete Archive 4_19 copy/ethics_audit_log.json
3fce0dfbcb270a97485c47f0903e99850f542eb99ad0ebe4acf41a30057a9e0e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/ZipWiz Archive/ethics_audit_log.json
3fce0dfbcb270a97485c47f0903e99850f542eb99ad0ebe4acf41a30057a9e0e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/Aurora_ORIONCORE_Directory_Main/Au_Archive_45_49/ethics_audit_log.json
3fce0dfbcb270a97485c47f0903e99850f542eb99ad0ebe4acf41a30057a9e0e  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/ZipWiz Archive/ethics_audit_log.json
430ccd8022876757bf81a7d3d24b0e2d0e9ae3e092fcf01c38a06ce2eb36f157  archives/unzipped/Complete Archive 4_19 copy/symbolic_runtime_registry_v1-AUR.json
439133420e5d28fba932bcc3960ccaa839d8271f2d347fb4dc6a0f4f63df4a13  archives/unzipped/Complete Archive 4_19 copy/GitHub Desktop.app/Contents/Resources/app/git/libexec/git-core/git-credential-manager.runtimeconfig.json
44732985d4efd19321659ae72d4267a5b072efe493ea254ce111538f7c34e47c  archives/unzipped/ZipWiz_Chamber_6_28/aurora_bridge_output/ARCHY_bridge_beacon.json
4771effd6bc685bf1521d464d72ed741f4501bcc2650ddb59b94c8ba0d03e71a  archives/unzipped/Complete Archive 4_19 copy/Aurora Framework_ Integrating Quantum-Aware Symbol.md
482fbbbfda116da6d167dcb07a4209d939566c844926cfacd73dccd12e39612c  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Organizational_Structure 2.json
482fbbbfda116da6d167dcb07a4209d939566c844926cfacd73dccd12e39612c  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Organizational_Structure.json
484bb13ffb235904c935ba88d3d9745d3459b40c8c368b28a0899e42517fac10  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Deliverables_Bundle_Step2/GUMAS_Organizational_Structure_Updated.json
484bb13ffb235904c935ba88d3d9745d3459b40c8c368b28a0899e42517fac10  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Organizational_Structure_Updated (1).json
484bb13ffb235904c935ba88d3d9745d3459b40c8c368b28a0899e42517fac10  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Organizational_Structure_Updated.json
487d292a20425100a582127d2c7b828217a59c61b0fc06f14b380ff6a16cedeb  archives/unzipped/Complete Archive 4_19 copy/Aurora_Modular_Patch_scan_stack_v2.1.1 2.json
487d292a20425100a582127d2c7b828217a59c61b0fc06f14b380ff6a16cedeb  archives/unzipped/Complete Archive 4_19 copy/Aurora_Modular_Patch_scan_stack_v2.1.1.json
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Complete Archive 4_19 copy/GUMAS_Master_Staff_Recovery_Archive 2/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Complete Archive 4_19 copy/character_behavior_modules (1).py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Complete Archive 4_19 copy/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS_AI_Agents_Kit/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Unzipped Archives/GUMAS_Master_Staff_Recovery_Archive 2/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/Unzipped Archives/GUMAS_Master_Staff_Recovery_Archive/character_behavior_modules.py
4ac13def09146286fa949a6da65cec6936db23585c2ffe067be709bb24a05150  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs1/character_behavior_modules.py
4ac2bddba3ca3ff98cc67c9e86d4440e81ce5f62f0eeb727ff0d3e49348d750a  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/roadmap_005.md
4ac2bddba3ca3ff98cc67c9e86d4440e81ce5f62f0eeb727ff0d3e49348d750a  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/LUMENNODE_PUBLIC_AGENT_DEPLOY_v1.0/GPT_LUMENNODE_BUILD_Scaffold/roadmap_005.md
4b2cc7739492c1b41879b5964654e4168235bde4b28cdd8959cb511635855aa8  archives/unzipped/Complete Archive 4_19 copy/symbolic_codex_reference.md
4b5668782b432a2508f028f51791951e7ddb9c52f6ed37c69a6db6edcfe1d7b2  archives/unzipped/Complete Archive 4_19 copy/AuroraMasterArchive/aurora_registered_manifest_export_AS3.json
4b5668782b432a2508f028f51791951e7ddb9c52f6ed37c69a6db6edcfe1d7b2  archives/unzipped/Complete Archive 4_19 copy/aurora_registered_manifest_export_AS3.json
4b5668782b432a2508f028f51791951e7ddb9c52f6ed37c69a6db6edcfe1d7b2  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/GUMAS/080_Au_GUMAS_StAc/ZipWiz Archive/aurora_registered_manifest_export_AS3.json
4b5668782b432a2508f028f51791951e7ddb9c52f6ed37c69a6db6edcfe1d7b2  archives/unzipped/Unzipped Archives/Extra_Folders_Sort/ZipWiz Archive/aurora_registered_manifest_export_AS3.json
4b825202fb35969ff867ed71550d15a1f7b28bd3e8d54e08428ecc5964c23f53  archives/unzipped/Complete Archive 4_19 copy/GitHub Desktop.app/Contents/Resources/app/static/gitignore/.github/PULL_REQUEST_TEMPLATE.md
4c92e8b03412d0e7cce9a4e652680e4346ac8efa7762dc9463ff430ab811fe8a  archives/unzipped/ZipWiz_Chamber_6_28/ZIPWIZ_Documents/ZIPWIZ Docs1/aurora_instruction_profile.json
